Authors,DOI,ISBN,ISSN,Journal,PMCID,PMID,Publication Category,Publication Year,Short Citation,Title
"Barría A, Christensen KA, Yoshida GM, Correa K, Jedlicki A, Lhorente JP, Davidson WS, Yáñez JM",10.1534/g3.118.200053,,,Genes Genomes Genetics,PMC5873909,29440129,Journal Article,2018.0,G3 (Bethesda). 2018 Mar 28;8(4):4.  10.1534/g3.118.200053,Genomic Predictions and Genome-Wide Association Study of Resistance Against Piscirickettsia salmonis in Coho Salmon (Oncorhynchus kisutch) Using ddRAD Sequencing.
"Thorogood A, Bobe J, Prainsack B, Middleton A, Scott E, Nelson S, Corpas M, Bonhomme N, Rodriguez LL, Murtagh M, Kleiderman E, Participant Values Task Team of the Global Alliance for Genomics and Health.",10.1186/s40246-018-0139-5,,1473-9542,Human Genomics,PMC5816450,29454384,Journal Article,2018.0,Hum Genomics. 2018 Feb 17;12(1):1.  10.1186/s40246-018-0139-5,APPLaUD: access for patients and participants to individual level uninterpreted genomic data.
"Luehr TC, Koide EM, Wang X, Han J, Borchers CH, Helbing CC",,,,General and Comparative Endocrinology,,29470956,Journal Article,2018.0,Gen Comp Endocrinol. 2018 Feb 19;():.  10.1016/j.ygcen.2018.02.012,Metabolomic insights into the effects of thyroid hormone on Rana [Lithobates] catesbeiana metamorphosis using whole-body Matrix Assisted Laser Desorption/Ionization-Mass Spectrometry Imaging (MALDI-MSI).
"Garzia L, Kijima N, Morrissy AS, De Antonellis P, Guerreiro-Stucklin A, Holgado BL, Wu X, Wang X, Parsons M, Zayne K, Manno A, Kuzan-Fischer C, Nor C, Donovan LK, Liu J, Qin L, Garancher A, Liu KW, Mansouri S, Luu B, Thompson YY, Ramaswamy V, Peacock J, Farooq H, Skowron P, Shih DJH, Li A, Ensan S, Robbins CS, Cybulsky M, Mitra S, Ma Y, Moore R, Mungall A, Cho YJ, Weiss WA, Chan JA, Hawkins CE, Massimino M, Jabado N, Zapotocky M, Sumerauer D, Bouffet E, Dirks P, Tabori U, Sorensen PHB, Brastianos PK, Aldape K, Jones SJM, Marra MA, Woodgett JR, Wechsler-Reya RJ, Fults DW, Taylor MD",10.1016/j.cell.2018.01.038,,0092-8674,Cell,PMC6346737,29474906,Journal Article,2018.0,Cell. 2018 Feb 22;172(5):5.  10.1016/j.cell.2018.01.038,A Hematogenous Route for Medulloblastoma Leptomeningeal Metastases.
"Bibok MB, Votova K, Balshaw RF, Lesperance ML, Croteau NS, Trivedi A, Morrison J, Sedgwick C, Penn AM",10.1186/s12913-018-2952-x,,,BMC Health Services Research,PMC6389093,29482544,Journal Article,2018.0,BMC Health Serv Res. 2018 Feb 27;18(1):1.  10.1186/s12913-018-2952-x,Reducing time-to-unit among patients referred to an outpatient stroke assessment unit with a novel triage process: a prospective cohort study.
"Ramankutty N, Mehrabi Z, Waha K, Jarvis L, Kremen C, Herrero M, Rieseberg LH",,,,Annual Review of Plant Biology,,29489395,Journal Article,2018.0,Annu Rev Plant Biol. 2018 Apr 29;69():.  10.1146/annurev-arplant-042817-040256,Trends in Global Agricultural Land Use: Implications for Environmental Health and Food Security.
"Feau N, Beauseigle S, Bergeron MJ, Bilodeau GJ, Birol I, Cervantes-Arango S, Dhillon B, Dale AL, Herath P, Jones SJM, Lamarche J, Ojeda DI, Sakalidis ML, Taylor G, Tsui CKM, Uzunovic A, Yueh H, Tanguay P, Hamelin RC",10.7717/peerj.4392,,,PeerJ,PMC5825881,29492338,Journal Article,2018.0,PeerJ. 2018;6():.  10.7717/peerj.4392,Genome-Enhanced Detection and Identification (GEDI) of plant pathogens.
"Sugiaman-Trapman D, Vitezic M, Jouhilahti EM, Mathelier A, Lauter G, Misra S, Daub CO, Kere J, Swoboda P",10.1186/s12864-018-4564-6,,,BMC Genomics,PMC5838959,29510665,Journal Article,2018.0,BMC Genomics. 2018 Mar 6;19(1):1.  10.1186/s12864-018-4564-6,Characterization of the human RFX transcription factor family by regulatory and target gene analysis.
"Kovalchuk A, Nersisyan L, Mandal R, Wishart D, Mancini M, Sidransky D, Kolb B, Kovalchuk O",10.3389/fgene.2018.00041,,,Frontiers in Genetics,PMC5826252,29515623,Journal Article,2018.0,Front Genet. 2018;9():.  10.3389/fgene.2018.00041,Growth of Malignant Non-CNS Tumors Alters Brain Metabolome.
"Boczonadi V, King MS, Smith AC, Olahova M, Bansagi B, Roos A, Eyassu F, Borchers C, Ramesh V, Lochmüller H, Polvikoski T, Whittaker RG, Pyle A, Griffin H, Taylor RW, Chinnery PF, Robinson AJ, Kunji ERS, Horvath R",10.1038/gim.2017.251,,1098-3600,Genetics in Medicine,PMC6004311,29517768,Journal Article,2018.0,Genet Med. 2018 Mar 8;():.  10.1038/gim.2017.251,Mitochondrial oxodicarboxylate carrier deficiency is associated with mitochondrial DNA depletion and spinal muscular atrophy-like disease.
"Parker CE, Borchers CH",,,,Proteomics. Clinical Applications,,29521035,Journal Article,2018.0,Proteomics Clin Appl. 2018 Mar;12(2):2.  10.1002/prca.201600144,The Special Issue: Clinical Proteomics for Precision Medicine.
"Hocking JC, Famulski JK, Yoon KH, Widen SA, Bernstein CS, Koch S, Weiss O, FORGE Canada Consortium., Agarwala S, Inbal A, Lehmann OJ, Waskiewicz AJ",10.1371/journal.pgen.1007246,,1553-7390,PLOS Genetics,PMC5862500,29522511,Journal Article,2018.0,PLoS Genet. 2018 Mar;14(3):3.  10.1371/journal.pgen.1007246,"Morphogenetic defects underlie Superior Coloboma, a newly identified closure disorder of the dorsal eye."
"Jun D, Dhupar HS, Mahmoudzadeh A, Duong F, Madden JDW, Beatty JT",,,,Photosynthesis Research,,29524035,Journal Article,2018.0,Photosynth Res. 2018 Mar 9;():.  10.1007/s11120-018-0493-0,In vivo assembly of a truncated H subunit mutant of the Rhodobacter sphaeroides photosynthetic reaction centre and direct electron transfer from the QA quinone to an electrode.
"Sorbo MC, Cento V, Di Maio VC, Howe AYM, Garcia F, Perno CF, Ceccherini-Silberstein F",,,,Drug Resistance Update,,29525636,Journal Article,2018.0,Drug Resist Updat. 2018 Mar;37():.  10.1016/j.drup.2018.01.004,Hepatitis C virus drug resistance associated substitutions and their clinical relevance: Update 2018.
"Cabili MN, Carey K, Dyke SOM, Brookes AJ, Fiume M, Jeanson F, Kerry G, Lash A, Sofia H, Spalding D, Tasse AM, Varma S, Pandya R",10.1038/sdata.2018.39,,,Scientific Data,PMC5851345,29537396,Journal Article,2018.0,Sci Data. 2018 Mar 14;5():.  10.1038/sdata.2018.39,Simplifying research access to genomics and health data with Library Cards.
"Rahimzadeh V, Schickhardt C, Knoppers BM, Sénécal K, Vears DF, Fernandez CV, Pfister S, Plon S, Terry S, Williams J, Williams MS, Cornel M, Friedman JM",,,,JAMA Pediatrics,,29554172,Journal Article,2018.0,JAMA Pediatr. 2018 May 1;172(5):5.  10.1001/jamapediatrics.2017.5500,Key Implications of Data Sharing in Pediatric Genomics.
"Klein BA, Reiz B, Robertson IM, Irving M, Li L, Sun YB, Sykes BD",,,,Biochemistry,,29558109,Journal Article,2018.0,Biochemistry. 2018 Apr 17;57(15):15.  10.1021/acs.biochem.8b00109,Reversible Covalent Reaction of Levosimendan with Cardiac Troponin C in Vitro and in Situ.
"Keshteli AH, Tso R, Dieleman LA, Park H, Kroeker KI, Jovel J, Gillevet PM, Sikaroodi M, Mandal R, Fedorak RN, Madsen KL",,,,Inflammatory Bowel Diseases,,29562272,Journal Article,2018.0,Inflamm Bowel Dis. 2018 Mar 19;24(4):4.  10.1093/ibd/izx070,A Distinctive Urinary Metabolomic Fingerprint Is Linked With Endoscopic Postoperative Disease Recurrence in Crohn's Disease Patients.
"Crann SE, Cunningham S, Albert A, Money DM, O'Doherty KC",10.1186/s12905-018-0543-y,,,BMC Women's Health,PMC5865287,29566756,Journal Article,2018.0,BMC Womens Health. 2018 Mar 23;18(1):1.  10.1186/s12905-018-0543-y,Vaginal health and hygiene practices and product use in Canada: a national cross-sectional survey.
"Hou S, Stevenson KAJM, Harynuk JJ",,,,Journal of Separation Science,,29582547,Journal Article,2018.0,J Sep Sci. 2018 Jun;41(12):12.  10.1002/jssc.201701345,"A simple, fast, and accurate thermodynamic-based approach for transfer and prediction of gas chromatography retention times between columns and instruments Part III: Retention time prediction on target column."
"Razeq FM, Jurak E, Stogios PJ, Yan R, Tenkanen M, Kabel MA, Wang W, Master ER",10.1186/s13068-018-1074-3,,,Biotechnology for Biofuels,PMC5863359,29588659,Journal Article,2018.0,Biotechnol Biofuels. 2018;11():.  10.1186/s13068-018-1074-3,A novel acetyl xylan esterase enabling complete deacetylation of substituted xylans.
"Dragojlovic N, Kim E, Elliott AM, CAUSES Study., Friedman JM, Lynd LD",,,,Journal of Evaluation in Clinical Practice,,29603523,Journal Article,2018.0,J Eval Clin Pract. 2018 Apr;24(2):2.  10.1111/jep.12876,Evaluating the use of parental reports to estimate health care resource utilization in children with suspected genetic disorders.
"Ronsley R, Rassekh SR, Shen Y, Lee AF, Jantzen C, Halparin J, Albert C, Hawkins DS, Amed S, Rothstein R, Mungall AJ, Dix D, Blair G, Nadel H, Jones SJM, Laskin J, Marra MA, J Deyell R",10.1101/mcs.a002568,,,Cold Spring Harbor Molecular Case Studies,PMC5880264,29610391,Journal Article,2018.0,Cold Spring Harb Mol Case Stud. 2018 Apr;4(2):2.  10.1101/mcs.a002568,Application of genomics to identify therapeutic targets in recurrent pediatric papillary thyroid carcinoma.
"Chahal M, Pleasance E, Grewal J, Zhao E, Ng T, Chapman E, Jones MR, Shen Y, Mungall KL, Bonakdar M, Taylor GA, Ma Y, Mungall AJ, Moore RA, Lim H, Renouf D, Yip S, Jones SJM, Marra MA, Laskin J",10.1101/mcs.a002626,,,Cold Spring Harbor Molecular Case Studies,PMC5880267,29610392,Journal Article,2018.0,Cold Spring Harb Mol Case Stud. 2018 Apr;4(2):2.  10.1101/mcs.a002626,Personalized oncogenomic analysis of metastatic adenoid cystic carcinoma: using whole-genome sequencing to inform clinical decision-making.
"Chen W, Sin DD, FitzGerald JM, Sadatsafavi M, Canadian Respiratory Research Network.",10.1007/s11606-018-4406-x,,0884-8734,Journal of General Internal Medicine,PMC6109016,29611088,Journal Article,2018.0,J Gen Intern Med. 2018 Apr 2;():.  10.1007/s11606-018-4406-x,The Impact of Care Specialty on Survival-Adjusted Medical Costs of COPD Patients After a Hospitalization: a longitudinal analysis.
"Obeidat M, Zhou G, Li X, Hansel NN, Rafaels N, Mathias R, Ruczinski I, Beaty TH, Barnes KC, Paré PD, Sin DD",10.1186/s12931-018-0762-7,,1465-9921,Respiratory Research,PMC5892035,29631575,Journal Article,2018.0,Respir Res. 2018 Apr 10;19(1):1.  10.1186/s12931-018-0762-7,The genetics of smoking in individuals with chronic obstructive pulmonary disease.
"McAfee A, Chapman A, Iovinella I, Gallagher-Kurtzke Y, Collins TF, Higo H, Madilao LL, Pelosi P, Foster LJ",10.1038/s41598-018-24054-2,,,Scientific Reports,PMC5890279,29632403,Journal Article,2018.0,Sci Rep. 2018 Apr 9;8(1):1.  10.1038/s41598-018-24054-2,"A death pheromone, oleic acid, triggers hygienic behavior in honey bees (Apis mellifera L.)."
"Brunham LR, Lynch K, English A, Sutherland R, Weng J, Cho R, Wong GC, Anis AH, Francis GA, Khan NA, McManus B, Wood D, Walley KR, Leipsic J, Humphries KH, Krahn AD, Mancini GBJ, Pimstone S",,,,Clinical Cardiology,,29635745,Journal Article,2018.0,Clin Cardiol. 2018 Apr 10;():.  10.1002/clc.22959,The Design and Rationale of SAVE BC: The Study to Avoid Vascular Events in British Columbia.
"Wong DCJ, Zhang L, Merlin I, Castellarin SD, Gambetta GA",10.1186/s12864-018-4638-5,,,BMC Genomics,PMC5896048,29642857,Journal Article,2018.0,BMC Genomics. 2018 Apr 11;19(1):1.  10.1186/s12864-018-4638-5,Structure and transcriptional regulation of the major intrinsic protein gene family in grapevine.
"Iovinella I, McAfee A, Mastrobuoni G, Kempa S, Foster LJ, Pelosi P, Dani FR",,,,Journal of Proteomics,,29653265,Journal Article,2018.0,J Proteomics. 2018 Jun 15;181():.  10.1016/j.jprot.2018.04.009,Proteomic analysis of chemosensory organs in the honey bee parasite Varroa destructor: A comprehensive examination of the potential carriers for semiochemicals.
"Sneddon S, Dick I, Lee YCG, Musk AWB, Patch AM, Pearson JV, Waddell N, Allcock RJN, Holt RA, Robinson BWS, Creaney J",,,,Lung Cancer,,29656754,Journal Article,2018.0,Lung Cancer. 2018 May;119():.  10.1016/j.lungcan.2018.03.009,Malignant cells from pleural fluids in malignant mesothelioma patients reveal novel mutations.
"Tucker S, Li S, Kaukinen KH, Patterson DA, Miller KM",10.1371/journal.pone.0195472,,,PLOS One,PMC5908190,29672620,Journal Article,2018.0,PLoS One. 2018;13(4):4.  10.1371/journal.pone.0195472,Distinct seasonal infectious agent profiles in life-history variants of juvenile Fraser River Chinook salmon: An application of high-throughput genomic screening.
"Stevens SJC, van der Schoot V, Leduc MS, Rinne T, Lalani SR, Weiss MM, van Hagen JM, Lachmeijer AMA, CAUSES Study., Stockler-Ipsiroglu SG, Lehman A, Brunner HG",,,,Human Mutation,,29688601,Journal Article,2018.0,Hum Mutat. 2018 Jul;39(7):7.  10.1002/humu.23541,"De novo mutations in the SET nuclear proto-oncogene, encoding a component of the inhibitor of histone acetyltransferases (INHAT) complex in patients with nonsyndromic intellectual disability."
"Garris HW, Baldwin SA, Taylor J, Gurr DB, Denesiuk DR, Van Hamme JD, Fraser LH",10.1371/journal.pone.0196032,,,PLOS One,PMC5918821,29694379,Journal Article,2018.0,PLoS One. 2018;13(4):4.  10.1371/journal.pone.0196032,Short-term microbial effects of a large-scale mine-tailing storage facility collapse on the local natural environment.
"Popp R, Basik M, Spatz A, Batist G, Zahedi RP, Borchers CH",,,,Analyst,,29713694,Journal Article,2018.0,Analyst. 2018 May 1;():.  10.1039/c8an00094h,How iMALDI can improve clinical diagnostics.
"Agrahari R, Foroushani A, Docking TR, Chang L, Duns G, Hudoba M, Karsan A, Zare H",10.1038/s41598-018-24758-5,,,Scientific Reports,PMC5934387,29725024,Journal Article,2018.0,Sci Rep. 2018 May 3;8(1):1.  10.1038/s41598-018-24758-5,Applications of Bayesian network models in predicting types of hematological malignancies.
"Ban F, Dalal K, LeBlanc E, Morin H, Rennie PS, Cherkasov A",,,,Molecular Informatics,,29733509,Journal Article,2018.0,Mol Inform. 2018 May 7;():.  10.1002/minf.201800043,Cheminformatics Driven Development of Novel Therapies for Drug Resistant Prostate Cancer.
"Waszak SM, Northcott PA, Buchhalter I, Robinson GW, Sutter C, Groebner S, Grund KB, Brugières L, Jones DTW, Pajtler KW, Morrissy AS, Kool M, Sturm D, Chavez L, Ernst A, Brabetz S, Hain M, Zichner T, Segura-Wang M, Weischenfeldt J, Rausch T, Mardin BR, Zhou X, Baciu C, Lawerenz C, Chan JA, Varlet P, Guerrini-Rousseau L, Fults DW, Grajkowska W, Hauser P, Jabado N, Ra YS, Zitterbart K, Shringarpure SS, De La Vega FM, Bustamante CD, Ng HK, Perry A, MacDonald TJ, Hernáiz Driever P, Bendel AE, Bowers DC, McCowage G, Chintagumpala MM, Cohn R, Hassall T, Fleischhack G, Eggen T, Wesenberg F, Feychting M, Lannering B, Schüz J, Johansen C, Andersen TV, Röösli M, Kuehni CE, Grotzer M, Kjaerheim K, Monoranu CM, Archer TC, Duke E, Pomeroy SL, Shelagh R, Frank S, Sumerauer D, Scheurlen W, Ryzhova MV, Milde T, Kratz CP, Samuel D, Zhang J, Solomon DA, Marra M, Eils R, Bartram CR, von Hoff K, Rutkowski S, Ramaswamy V, Gilbertson RJ, Korshunov A, Taylor MD, Lichter P, Malkin D, Gajjar A, Korbel JO, Pfister SM",10.1016/S1470-2045(18)30242-0,,1470-2045,The Lancet Oncology,PMC5984248,29753700,Journal Article,2018.0,Lancet Oncol. 2018 Jun;19(6):6.  10.1016/S1470-2045(18)30242-0,Spectrum and prevalence of genetic predisposition in medulloblastoma: a retrospective genetic study and prospective validation in a clinical trial cohort.
"Zhang AW, McPherson A, Milne K, Kroeger DR, Hamilton PT, Miranda A, Funnell T, Little N, de Souza CPE, Laan S, LeDoux S, Cochrane DR, Lim JLP, Yang W, Roth A, Smith MA, Ho J, Tse K, Zeng T, Shlafman I, Mayo MR, Moore R, Failmezger H, Heindl A, Wang YK, Bashashati A, Grewal DS, Brown SD, Lai D, Wan ANC, Nielsen CB, Huebner C, Tessier-Cloutier B, Anglesio MS, Bouchard-Côté A, Yuan Y, Wasserman WW, Gilks CB, Karnezis AN, Aparicio S, McAlpine JN, Huntsman DG, Holt RA, Nelson BH, Shah SP",,,,Cell,,29754820,Journal Article,2018.0,Cell. 2018 Jun 14;173(7):7.  10.1016/j.cell.2018.03.073,Interfaces of Malignant and Immunologic Clonal Dynamics in Ovarian Cancer.
"Bhowmick P, Mohammed Y, Borchers CH",10.1093/bioinformatics/bty385,,1367-4803,Bioinformatics,PMC6184479,29762640,Journal Article,2018.0,Bioinformatics. 2018 May 14;():.  10.1093/bioinformatics/bty385,MRMAssayDB: an integrated resource for validated targeted proteomics assays.
"Welch DW, Futia MH, Rinchard J, Teffer AK, Miller KM, Hinch SG, Honeyfield DC",,,,Journal of Aquatic Animal Health,,29799640,Journal Article,2018.0,J Aquat Anim Health. 2018 Sep;30(3):3.  10.1002/aah.10024,"Thiamine Levels in Muscle and Eggs of Adult Pacific Salmon from the Fraser River, British Columbia."
"Elliott AM, du Souich C, Adam S, Dragojlovic N, van Karnebeek C, Nelson TN, Lehman A, CAUSES Study., Lynd LD, Friedman JM",10.1002/mgg3.410,,,Molecular Genetics & Genomic Medicine,PMC6081221,29851296,Journal Article,2018.0,Mol Genet Genomic Med. 2018 May 30;():.  10.1002/mgg3.410,The Genomic Consultation Service: A clinical service designed to improve patient selection for genome-wide sequencing in British Columbia.
"Horvath GA, Zhao Y, Tarailo-Graovac M, Boelman C, Gill H, Shyr C, Lee J, Blydt-Hansen I, Drögemöller BI, Moreland J, Ross CJ, Wasserman WW, Masotti A, Slesinger PA, van Karnebeek CDM",,,,Neuroscience,,29852244,Journal Article,2018.0,Neuroscience. 2018 May 29;384():.  10.1016/j.neuroscience.2018.05.031,Gain-of-function KCNJ6 Mutation in a Severe Hyperkinetic Movement Disorder Phenotype.
"Landsberg A, Sharma A, Gibson IW, Rush D, Wishart DS, Blydt-Hansen TD",,,,Pediatric Transplantation,,29855144,Journal Article,2018.0,Pediatr Transplant. 2018 Aug;22(5):5.  10.1111/petr.13226,Non-invasive staging of chronic kidney allograft damage using urine metabolomic profiling.
"Thibodeau ML, Bonakdar M, Zhao E, Mungall KL, Reisle C, Zhang W, Bye MH, Thiessen N, Bleile D, Mungall AJ, Ma YP, Jones MR, Renouf DJ, Lim HJ, Yip S, Ng T, Ho C, Laskin J, Marra MA, Schrader KA, Jones SJM",10.1038/s41698-018-0050-5,,,NPJ Precision Oncology,PMC5871832,29872726,Journal Article,2018.0,NPJ Precis Oncol. 2018;2(1):1.  10.1038/s41698-018-0050-5,Whole genome and whole transcriptome genomic profiling of a metastatic eccrine porocarcinoma.
"Agbadje TT, Menear M, Dugas M, Gagnon MP, Rahimi SA, Robitaille H, Giguere AMC, Rousseau F, Wilson BJ, Legare F",10.1186/s12913-018-3244-1,,,BMC Health Services Research,PMC5994018,29884169,Journal Article,2018.0,BMC Health Serv Res. 2018 Jun 8;18(1):1.  10.1186/s12913-018-3244-1,Pregnant women's views on how to promote the use of a decision aid for Down syndrome prenatal screening: a theory-informed qualitative study.
"D'Souza Y, Ferradji A, Saw C, Oualkacha K, Richard L, Popradi G, Sapir-Pichhadze R",,,,HLA,,29888504,Journal Article,2018.0,HLA. 2018 Jun 10;():.  10.1111/tan.13307,Inaccuracies in epitope repertoire estimations when using Multi-Locus Allele-Level hla genotype imputation tools.
"Smith CCR, Tittes S, Mendieta JP, Collier-Zans E, Rowe HC, Rieseberg LH, Kane NC",10.1073/pnas.1803361115,,0027-8424,Proceedings of The National Academy of Sciences of The United States of America,PMC6042098,29891718,Journal Article,2018.0,Proc Natl Acad Sci U S A. 2018 Jun 26;115(26):26.  10.1073/pnas.1803361115,Genetics of alternative splicing evolution during sunflower domestication.
"Mnatsakanyan R, Shema G, Basik M, Batist G, Borchers CH, Sickmann A, Zahedi RP",,,,Expert Review of Proteomics,,29893147,Journal Article,2018.0,Expert Rev Proteomics. 2018 Jun;15(6):6.  10.1080/14789450.2018.1483340,Detecting post-translational modification signatures as potential biomarkers in clinical mass spectrometry.
"Friedman JM, Bombard Y, Cornel MC, Fernandez CV, Junker AK, Plon SE, Stark Z, Knoppers BM, Paediatric Task Team of the Global Alliance for Genomics and Health Regulatory and Ethics Work Stream.",,,,Genetics in Medicine,,29895853,Journal Article,2018.0,Genet Med. 2018 Jun 12;():.  10.1038/s41436-018-0055-z,Genome-wide sequencing in acutely ill infants: genomic medicine's critical application?
Knoppers B,,,,Nature,,29899486,Journal Article,2018.0,Nature. 2018 Jun;558(7709):7709.  10.1038/d41586-018-05388-3,Broaden human-rights focus for health data under GDPR.
"Tatton-Brown K, Zachariou A, Loveday C, Renwick A, Mahamdallie S, Aksglaede L, Baralle D, Barge-Schaapveld D, Blyth M, Bouma M, Breckpot J, Crabb B, Dabir T, Cormier-Daire V, Fauth C, Fisher R, Gener B, Goudie D, Homfray T, Hunter M, Jorgensen A, Kant SG, Kirally-Borri C, Koolen D, Kumar A, Labilloy A, Lees M, Marcelis C, Mercer C, Mignot C, Miller K, Neas K, Newbury-Ecob R, Pilz DT, Posmyk R, Prada C, Ramsey K, Randolph LM, Selicorni A, Shears D, Suri M, Temple IK, Turnpenny P, Val Maldergem L, Varghese V, Veenstra-Knol HE, Yachelevich N, Yates L, Clinical Assessment of the Utility of Sequencing and Evaluation as a Service (CAUSES) Research Study., Deciphering Developmental Disorders (DDD) Study., Rahman N",10.12688/wellcomeopenres.14430.1,,,Wellcome Open Research,PMC5964628,29900417,Journal Article,2018.0,Wellcome Open Res. 2018;3():.  10.12688/wellcomeopenres.14430.1,The Tatton-Brown-Rahman Syndrome: A clinical study of 55 individuals with de novo constitutive DNMT3A variants.
"Mahdavi S, Jenkins DJA, Borchers CH, El-Sohemy A",,,,Journal of Proteome Research,,29905076,Journal Article,2018.0,J Proteome Res. 2018 Jun 15;():.  10.1021/acs.jproteome.8b00117,Genetic Variation in 9p21 and the Plasma Proteome.
"Coombe L, Zhang J, Vandervalk BP, Chu J, Jackman SD, Birol I, Warren RL",10.1186/s12859-018-2243-x,,,BMC Bioinformatics,PMC6011487,29925315,Journal Article,2018.0,BMC Bioinformatics. 2018 Jun 20;19(1):1.  10.1186/s12859-018-2243-x,ARKS: chromosome-scale scaffolding of human genome drafts with linked read kmers.
"Mansouri M, Yuan B, Ross CJD, Carleton BC, Ester M",,,,Bioinformatics,,29931042,Journal Article,2018.0,Bioinformatics. 2018 Dec 15;34(24):24.  10.1093/bioinformatics/bty475,HUME: large-scale detection of causal genetic factors of adverse drug reactions.
"Kelleher J, Lin M, Albach CH, Birney E, Davies R, Gourtovaia M, Glazer D, Gonzalez CY, Jackson DK, Kemp A, Marshall J, Nowak A, Senf A, Tovar-Corona JM, Vikhorev A, Keane TM, GA4GH Streaming Task Team .",10.1093/bioinformatics/bty492,,1367-4803,Bioinformatics,PMC6298043,29931085,Journal Article,2019.0,Bioinformatics. 2019 Jan 1;35(1):1.  10.1093/bioinformatics/bty492,htsget: a protocol for securely streaming genomic data.
"Freitas AC, Bocking A, Hill JE, Money DM, VOGUE Research Group.",10.1186/s40168-018-0502-8,,,Microbiome,PMC6022438,29954448,Journal Article,2018.0,Microbiome. 2018 Jun 28;6(1):1.  10.1186/s40168-018-0502-8,Increased richness and diversity of the vaginal microbiota and spontaneous preterm birth.
"Wölter M, Okai CA, Smith DS, Ruß M, Rath W, Pecks U, Borchers CH, Glocker MO",,,,Proteomics. Clinical Applications,,29956482,Journal Article,2018.0,Proteomics Clin Appl. 2018 Nov;12(6):6.  10.1002/prca.201800017,Maternal Apolipoprotein B100 Serum Levels are Diminished in Pregnancies with Intrauterine Growth Restriction and Differentiate from Controls.
"Blais J, Giroux S, Caron A, Clément V, Dionne-Laporte A, Jouan L, Gauthier J, MacLeod T, Moore R, Parker J, Swanson L, Zhao Y, Rouleau G, Karsan A, Langlois S, Rousseau F",,,,Clinical Biochemistry,,29958880,Journal Article,2018.0,Clin Biochem. 2018 Jun 27;():.  10.1016/j.clinbiochem.2018.06.015,Non-invasive prenatal aneuploidy testing: Critical diagnostic performance parameters predict sample z-score values.
"McKown AD, Klápšt? J, Guy RD, El-Kassaby YA, Mansfield SD",,,,New Phytologist,,29963703,Journal Article,2018.0,New Phytol. 2018 Jul 2;():.  10.1111/nph.15273,Ecological genomics of variation in bud-break phenology and mechanisms of response to climate warming in Populus trichocarpa.
"Wright GEB, Amstutz U, Drögemöller BI, Shih J, Rassekh SR, Hayden MR, Carleton BC, Ross CJD, Canadian Pharmacogenomics Network for Drug Safety Consortium.",,,,Clinical Pharmacology & Therapeutics,,29999516,Journal Article,2018.0,Clin Pharmacol Ther. 2018 Jul 12;():.  10.1002/cpt.1179,Pharmacogenomics of Vincristine-Induced Peripheral Neuropathy Implicates Pharmacokinetic and Inherited Neuropathy Genes.
"Penn AM, Bibok MB, Saly VK, Coutts SB, Lesperance ML, Balshaw RF, Votova K, Croteau NS, Trivedi A, Jackson AM, Hegedus J, Klourfeld E, Yu AYX, Zerna C, Modi J, Barber PA, Hoag G, Borchers CH, SpecTRA study group.",,,,Biomarkers,,30010432,Journal Article,2018.0,Biomarkers. 2018 Dec;23(8):8.  10.1080/1354750X.2018.1499130,"Validation of a proteomic biomarker panel to diagnose minor-stroke and transient ischaemic attack: phase 2 of SpecTRA, a large scale translational study."
"Zhang WW, Cheung PK, Oliviera N, Robbins MA, Harrigan PR, Shahid A",,,,Journal of Infectious Diseases,,30010985,Journal Article,2018.0,J Infect Dis. 2018 Jul 16;():.  10.1093/infdis/jiy428,Accumulation of multiple mutations in vivo confers cross-resistance to new and existing integrase inhibitors.
"Armstrong Z, Mewis K, Liu F, Morgan-Lang C, Scofield M, Durno E, Chen HM, Mehr K, Withers SG, Hallam SJ",10.1038/s41396-018-0215-9,,1751-7362,International Society for Microbial Ecology Journal,PMC6193987,30013164,Journal Article,2018.0,ISME J. 2018 Jul 16;():.  10.1038/s41396-018-0215-9,Metagenomics reveals functional synergy and novel polysaccharide utilization loci in the Castor canadensis fecal microbiome.
"Reisle C, Mungall KL, Choo C, Paulino D, Bleile DW, Muhammadzadeh A, Mungall AJ, Moore RA, Shlafman I, Coope R, Pleasance S, Ma Y, Jones SJM",,,,Bioinformatics,,30016509,Journal Article,2018.0,Bioinformatics. 2018 Jul 17;():.  10.1093/bioinformatics/bty621,"MAVIS: Merging, Annotation, Validation, and Illustration of Structural variants."
"Zahedi RP, Parker CE, Borchers CH",,,,Clinical Chemistry,,30018057,Journal Article,2018.0,Clin Chem. 2018 Sep;64(9):9.  10.1373/clinchem.2018.292136,Immuno-MALDI-TOF-MS in the Clinic.
"Woolley JP, Kirby E, Leslie J, Jeanson F, Cabili MN, Rushton G, Hazard JG, Ladas V, Veal CD, Gibson SJ, Tassé AM, Dyke SOM, Gaff C, Thorogood A, Knoppers BM, Wilbanks J, Brookes AJ",10.1038/s41525-018-0057-4,,,npj Genomic Medicine,PMC6056554,30062047,Journal Article,2018.0,NPJ Genom Med. 2018;3():.  10.1038/s41525-018-0057-4,"Responsible sharing of biomedical data and biospecimens via the ""Automatable Discovery and Access Matrix"" (ADA-M)."
