Title,PMID
Safe administration of etoposide phosphate after hypersensitivity reaction to intravenous etoposide,11857004
Successful treatment with etoposide phosphate in patients with previous etoposide hypersensitivity,18337441
Hypersensitivity reactions to etoposide phosphate,23740378
Antiandrogens in the treatment of prostate cancer,17007995
Lack of effect of sex and disease state on the pharmacokinetics of porfimer sodium,16928153
Urticaria and respiratory distress due to porfimer sodium,11054995
Afatinib: a review of its use in the treatment of advanced non-small cell lung cancer,24435321
Phase III study of afatinib or cisplatin plus pemetrexed in patients with metastatic lung adenocarcinoma with EGFR mutations,23816960
Vitamin C inactivates the proteasome inhibitor PS-341 in human cancer cells,16397052
Analysis of herpes zoster events among bortezomib-treated patients in the phase III APEX study,18711175
Cutaneous leucoclastic vasculitis (LV) following bortezomib therapy in a myeloma patient; association with pro-inflammatory cytokines,16451401
Severe irreversible bilateral hearing loss after bortezomib (VELCADE) therapy in a multiple myeloma (MM) patient [1],15772697
Skin lesions induced by bortezomib,16464759
Severe acute enteritis in a multiple myeloma patient receiving bortezomib and spinal radiotherapy: case report,16038531
Bortezomib-induced severe hepatitis in multiple myeloma: a case report,15738379
Severe pulmonary complications in Japanese patients after bortezomib treatment for refractory multiple myeloma,16410442
Tumor lysis syndrome after bortezomib therapy for plasma cell leukemia,16305302
Tumour lysis syndrome in multiple myeloma after bortezomib (VELCADE) administration,15449188
Prospective comparison of subcutaneous versus intravenous administration of bortezomib in patients with multiple myeloma,18768528
A practical update on the use of bortezomib in the management of multiple myeloma,16401713
Antioxidants block proteasome inhibitor function in endometrial carcinoma cells,18176107
Green tea polyphenols block the anticancer effects of bortezomib and other boronic acid-based proteasome inhibitors,19190249
Activity and safety of bortezomib in multiple myeloma patients with advanced renal failure: a multicenter retrospective study,17138816
A pharmacokinetically based phase I-II study of single-dose actinomycin D (NSC- 3053),1260785
Ramucirumab (IMC-1121B): Monoclonal antibody inhibition of vascular endothelial growth factor receptor-2,21222245
Ofatumumab as single-agent CD20 immunotherapy in fludarabine-refractory chronic lymphocytic leukemia,20194866
Pomalidomide alone or in combination with low-dose dexamethasone in relapsed and refractory multiple myeloma: a randomized phase 2 study,24421329
Treatment of adult acute lymphoblastic leukemia with inotuzumab ozogamicin,28776425
Inotuzumab ozogamicin for the treatment of patients with acute lymphocytic leukemia,29517084
Improved survival with vemurafenib in melanoma with BRAF V600E mutation,21639808
Survival in BRAF V600-mutant advanced melanoma treated with vemurafenib,22356324
Progression of RAS-mutant leukemia during RAF inhibitor treatment,23134356
Current management and novel agents for malignant melanoma,22333219
Renal effects of BRAF inhibitors: a systematic review by the Cancer and the Kidney International Network,26985376
Vemurafenib significantly decreases glomerular filtration rate,24267914
Nephrotoxicity of the BRAF inhibitors vemurafenib and dabrafenib,26182194
Vemurafenib in patients with BRAF V600E mutation-positive advanced melanoma,22742884
Cardiovascular toxicity with cancer chemotherapy,9442980
Proposal for classifying the acute emetogenicity of cancer chemotherapy,8996130
Toxicity of the topoisomerase II inhibitors,15794715
American Society of Clinical Oncology clinical evidence review on the ongoing care of adult cancer survivors: cardiac and pulmonary late effects,17577017
American society of clinical oncology 2008 clinical practice guideline update: use of chemotherapy and radiation therapy protectants,19018081
Risk of secondary leukemia after a solid tumor in childhood according to the dose of epipodophyllotoxins and anthracyclines: a case-control study by the Société Française d’Oncologie Pédiatrique,12637473
Chemotherapy with mitoxantrone plus prednisone or prednisone alone for symptomatic hormone-resistant prostate cancer: a Canadian randomized trial with palliative end points,8656243
Treatment of chemotherapy extravasation: current status,6378380
Vesicant extravasation: myths and realities,7708525
Phase II multi-institutional trial of the histone deacetylase inhibitor romidepsin as monotherapy for patients with cutaneous T-cell lymphoma,19826128
Romidepsin for the treatment of T-cell lymphomas,23784158
Denosumab in the prevention of skeletal-related events in patients with bone metastases from solid tumours,21668042
Osteonecrosis of the jaw in a patient on denosumab,20149510
American society of clinical oncology executive summary of the clinical practice guideline update on the role of bone-modifying agents in metastatic breast cancer,21343561
Drug Insight: clinical use of agonists and antagonists of luteinizing-hormone-releasing hormone,17237842
Diabetes and cardiovascular disease during androgen deprivation therapy for prostate cancer,16983113
Risk of fracture after androgen deprivation for prostate cancer,16093991
Gonadotropin-releasing hormone agonists and fracture risk: a claims-based cohort study of men with nonmetastatic prostate cancer,16258089
Optimizing outcomes and quality of life in the hormonal treatment of prostate cancer,16566812
Strategies to prevent chemotherapy-induced bone loss in women with breast cancer,15807926
Therapy Insight: osteoporosis during hormone therapy for prostate cancer,16474548
Diagnosis and management of treatment-related osteoporosis in men with prostate carcinoma,12548577
2002 clinical practice guidelines for the diagnosis and management of osteoporosis in Canada,12427685
Flare Associated with LHRH-Agonist Therapy,16986003
Population pharmacokinetic analysis of lanreotide Autogel in healthy subjects : evidence for injection interval of up to 2 months,19071884
The immunosuppressive drug thalidomide induces T helper cell type 2 (Th2) and concomitantly inhibits Th1 cytokine production in mitogen- and antigen-stimulated human peripheral blood mononuclear cell cultures,7851006
Thalidomide and immunomodulatory derivatives augment natural killer cell cytotoxicity in multiple myeloma,11418482
Thalidomide is distributed into human semen after oral dosing,11560881
Antitumor activity of thalidomide in refractory multiple myeloma,10564685
Extended survival in advanced and refractory multiple myeloma after single-agent thalidomide: identification of prognostic factors in a phase 2 study of 169 patients,11435324
Salvage therapy for multiple myeloma with thalidomide and CED chemotherapy,11739195
Low-dose thalidomide plus dexamethasone is an effective salvage therapy for advanced myeloma,11325646
Successful treatment of multiple myeloma relapsing after high-dose therapy and autologous transplantation with thalidomide as a single agent,10871741
Frequent good partial remissions from thalidomide including best response ever in patients with advanced refractory and relapsed myeloma,10848786
Therapy with thalidomide in refractory multiple myeloma patients - the revival of an old drug,10691870
Thalidomide and low-dose dexamethasone in myeloma treatment,11472379
Thalidomide in refractory and relapsing multiple myeloma,11740814
Salvage therapy with thalidomide in multiple myeloma patients relapsing after autologous peripheral blood stem cell transplantation,11325648
Thalidomide in the treatment of graft-versus-host disease,2204450
Thalidomide treatment for chronic graft-versus-host disease,2043478
Successful treatment with thalidomide of acute graft-versus-host disease after bone- marrow transplantation,2891954
Thalidomide as salvage therapy for chronic graft-versus-host disease,7579470
The role of thalidomide in the treatment of refractory chronic graft-versus-host disease following bone marrow transplantation in children,9543061
The use of thalidomide in chronic refractory graft versus host disease,11476911
Treatment and prevention of acute graft-versus-host disease with thalidomide in a rat model,2939610
Thalidomide for treatment of graft-versus-host disease,3056547
Thalidomide for the treatment of chronic graft-versus-host disease,1549151
Response to thalidomide therapy in refractory chronic graft-versus-host disease,11081386
Thalidomide in the management of chronic graft-versus-host disease in children following bone marrow transplantation,7711671
Thalidomide for graft-versus-host disease after bone marrow transplantation,2893167
Temozolomide plus thalidomide in patients with advanced melanoma: results of a dose-finding trial,12039921
Thalidomide produces transfusion independence in long-standing refractory anemias of patients with myelodysplastic syndromes,11493439
Development of a myeloproliferative disorder in a patient with monoclonal gammopathy of undetermined significance secreting immunoglobulin of the M class and treated with thalidomide and anti-CD20 monoclonal antibody,11307775
Deep venous thrombosis and thalidomide therapy for multiple myeloma,11419443
Increased risk of deep-vein thrombosis in patients with multiple myeloma receiving thalidomide and chemotherapy,11520815
Thalidomide and thrombosis in patients with multiple myeloma,11602422
Thromboembolic events during treatment with thalidomide,12043695
Severe cutaneous ulceration following treatment with thalidomide for GVHD,11281398
Thalidomide-associated gynecomasty in a patient with multiple myeloma,14502266
Hypothyroidism in patients with multiple myeloma following treatment with thalidomide,11904117
Thalidomide-associated hepatitis: a case report,11279644
Tumor lysis syndrome at the beginning of thalidomide therapy for multiple myeloma,11956286
Intractable insomnia after cessation of treatment with thalidomide,11339241
Transient secondary amenorrhea in women treated by thalidomide,11809598
Thalidomide sensory neurotoxicity: a clinical and neurophysiologic study,15210898
Thalidomide induces amenorrhea in patients with lupus disease,9870886
A cross-over study with the two novel dopaminergic drugs cabergoline and quinagolide in hyperprolactinemic patients,7911813
Safety of non-antiarrhythmic drugs that prolong the QT interval or induce torsade de pointes: An overview,11994029
A randomized trial of exemestane after two to three years of tamoxifen therapy in postmenopausal women with primary breast cancer,15014181
Radiation recall induced by tamoxifen,1351618
Radiation recall - Another call with tamoxifen,10606426
Radiation recall in a patient with breast cancer treated for tuberculosis,7621852
Tamoxifen and gallstone formation in postmenopausal breast cancer patients: retrospective cohort study,12658480
Recurrent vulvovaginal candidiasis associated with long-term tamoxifen treatment in postmenopausal women,8841260
Severe hypertriglyceridaemia and hypercholesterolaemia associated with tamoxifen use,9764383
Delayed severe hypertriglyceridemia from tamoxifen,9229698
Effects of tamoxifen on bone mineral density in postmenopausal women with breast cancer,1542321
Effect of tamoxifen on lumbar spine bone mineral density in postmenopausal women after 5 years,7979855
The effect of the antiestrogen tamoxifen on bone mineral density in normal late postmenopausal women,7503087
Ovarian cysts in premenopausal and postmenopausal tamoxifen-treated women with breast cancer,8571997
Ovarian cysts in women receiving tamoxifen for breast cancer,10206289
Hot flushes in breast cancer patients,16343926
Uterine sarcomas in breast cancer patients treated with tamoxifen,16681774
Tamoxifen and cataracts: a null association,15377843
Tamoxifen for prevention of breast cancer: report of the National Surgical Adjuvant Breast and Bowel Project P-1 Study,9747868
Decreased serum concentrations of tamoxifen and its metabolites induced by aminoglutethimide,2393854
The effect of anastrozole on the pharmacokinetics of tamoxifen in post-menopausal women with early breast cancer,9888474
Effect of exemestane on tamoxifen pharmacokinetics in postmenopausal women treated for breast cancer,16361559
Impact of tamoxifen on the pharmacokinetics and endocrine effects of the aromatase inhibitor letrozole in postmenopausal women with breast cancer,10499602
Evaluation of tamoxifen plus letrozole with assessment of pharmacokinetic interaction in postmenopausal women with metastatic breast cancer,10430063
A hot flash on tamoxifen metabolism,14652227
Quantitative effect of CYP2D6 genotype and inhibitors on tamoxifen metabolism: implication for optimization of breast cancer treatment,16815318
Tamoxifen and toremifene concentrations in plasma are greatly decreased by rifampin,9871429
Thyroid function in postmenopausal breast cancer patients treated with tamoxifen,9587161
Effect of adjuvant tamoxifen therapy on thyroid function in postmenopausal women with breast cancer,9885376
Lack of attenuation in the antitumor effect of tamoxifen by chronic CYP isoform inhibition,15286089
Effect of impaired renal function on tamoxifen,6094920
Tamoxifen in liver disease: Potential exacerbation of hepatic dysfunction,9834826
Drug interactions and pharmacogenomics in the treatment of breast cancer and depression,18829880
Active tamoxifen metabolite plasma concentrations after coadministration of tamoxifen and the selective serotonin reuptake inhibitor paroxetine,14652237
Selective serotonin reuptake inhibitors and breast cancer mortality in women receiving tamoxifen: a population based cohort study,20142325
Cross-sensitivity between paclitaxel and docetaxel in a women's cancers program,16197986
Regioselective metabolism of taxoids by human cyp3A4 and 2C8: structure-activity relationship,11901098
Safety and pharmacology of paclitaxel in patients with impaired liver function: a population pharmacokinetic-pharmacodynamic study,17935602
A review of clinical experience with paclitaxel extravasations,12690542
Prophylaxis for paclitaxel hypersensitivity reactions,11573863
Use of gabapentin in the prevention of taxane-induced arthralgias and myalgias,15118009
Myalgias and arthralgias associated with paclitaxel,12632867
Diagnosis and management of hypersensitivity reactions related to common cancer chemotherapy agents,19354063
A comparison of two prophylactic regimens for hypersensitivity reactions to paclitaxel,11855881
Fatal outcome of a hypersensitivity reaction to paclitaxel: a critical review of premedication regimens,14974481
Phase II multicenter trial of a weekly paclitaxel and carboplatin regimen in patients with advanced breast cancer,12228205
Taxanes in elderly breast cancer patients,15145508
Weekly one-hour paclitaxel as first-line chemotherapy for metastatic breast cancer,15068314
Intraperitoneal chemotherapy comes of age,16394306
Premedication strategy for weekly paclitaxel,12197222
Weekly paclitaxel in women age 65 and above with metastatic breast cancer,12083634
Multicenter phase II trial of weekly paclitaxel in women with metastatic breast cancer,11709565
Simplified regimen for the prevention of paclitaxel-associated hypersensitivity reactions,9396407
Continuous ambulatory peritoneal dialysis: pharmacokinetics and clinical outcome of paclitaxel and carboplatin treatment,18204842
Phase I trial of paclitaxel in children with refractory solid tumors: a Pediatric Oncology Group Study,7902425
Dexrazoxane : a review of its use for cardioprotection during anthracycline chemotherapy,15892593
Phase 2 and 3 clinical trial of oral bexarotene (Targretin capsules) for the treatment of refractory or persistent early-stage cutaneous T-cell lymphoma,11346336
Pharmacokinetics and pharmacodynamics of hydroxyurea,9592619
Hydroxyurea interferes negatively with triglyceride measurement by a glycerol oxidase method,4017240
Drug Insight: clinical use of agonists and antagonists of luteinizing-hormone-releasing hormone,17237842
Diabetes and cardiovascular disease during androgen deprivation therapy for prostate cancer,16983113
Gonadotropin-releasing hormone agonists and fracture risk: a claims-based cohort study of men with nonmetastatic prostate cancer,16258089
Risk of fracture after androgen deprivation for prostate cancer,16093991
Optimizing outcomes and quality of life in the hormonal treatment of prostate cancer,16566812
Strategies to prevent chemotherapy-induced bone loss in women with breast cancer,15807926
Therapy Insight: osteoporosis during hormone therapy for prostate cancer,16474548
Diagnosis and management of treatment-related osteoporosis in men with prostate carcinoma,12548577
2002 clinical practice guidelines for the diagnosis and management of osteoporosis in Canada,12427685
Flare Associated with LHRH-Agonist Therapy,16986003
Crizotinib versus chemotherapy in advanced ALK-positive lung cancer,23724913
Anaplastic lymphoma kinase inhibition in non-small-cell lung cancer,20979469
Ruxolitinib for the treatment of myelofibrosis: its clinical potential,22399854
Serious adverse events during ruxolitinib treatment discontinuation in patients with myelofibrosis,22034658
Adaptive control methods for the dose individualisation of anticancer agents,10803455
Drug interactions in cancer therapy,16794637
Risk of secondary leukemia after a solid tumor in childhood according to the dose of epipodophyllotoxins and anthracyclines: a case-control study by the Société Française d’Oncologie Pédiatrique,12637473
Toxicity of the topoisomerase II inhibitors,15794715
Abiraterone and increased survival in metastatic prostate cancer,21864182
Amifostine: an update on its clinical status as a cytoprotectant in patients with cancer receiving chemotherapy or radiotherapy and its potential therapeutic application in myelodysplastic syndrome,11368288
Guidelines for the administration of amifostine,8783665
Clinical status and optimal use of amifostine,10027198
Amifostine pretreatment for protection against cyclophosphamide-induced and cisplatin- induced toxicities: results of a randomized control trial in patients with advanced ovarian cancer,8683243
Protection by amifostine of cyclophosphamide-induced myelosuppression,10348259
Amifostine reduces the incidence of cumulative nephrotoxicity from cisplatin: laboratory and clinical aspects,10348264
Randomized phase II study of high-dose paclitaxel with or without amifostine in patients with metastatic breast cancer,10506598
Tolerability of the cytoprotective agent amifostine in elderly patients receiving chemotherapy: a comparative study,11335791
Phase I-II study of escalating doses of amifostine combined with high-dose cyclophosphamide,11459207
A randomized trial comparing the nephrotoxicity of cisplatin/ifosfamide-based combination chemotherapy with or without amifostine in patients with solid tumors,10958599
A randomized trial of amifostine in patients with high-dose VIC chemotherapy plus autologous blood stem cell transplantation,11161394
A randomized trial of amifostine as a cytoprotective agent in patients receiving chemotherapy for small cell lung cancer,11139307
Pharmacokinetics of carboplatin with and without amifostine in patients with solid tumors,9815738
Amifostine for protection from antineoplastic drug toxicity,9099346
A phase II trial of subcutaneous amifostine and radiation therapy in patients with head and neck cancer,17141978
Randomized phase III trial of radiation treatment +/- amifostine in patients with advanced-stage lung cancer,11704311
Prophylactic use of amifostine to prevent radiochemotherapy-induced mucositis and xerostomia in head-and-neck cancer,11849797
A randomized study of very accelerated radiotherapy with and without amifostine in head and neck squamous cell carcinoma,10725619
Phase III randomized trial of amifostine as a radioprotector in head and neck cancer,11181692
Amifostine in simultaneous radiochemotherapy of advanced head and neck cancer,11917277
Randomized phase III study of chemoradiation with or without amifostine for patients with favorable performance status inoperable stage II-III non-small cell lung cancer: preliminary results,11917284
Alteration of radiation-induced hematotoxicity by amifostine,11704315
Exploring the role of the radioprotector amifostine in locally advanced non-small cell lung cancer: Radiation Therapy Oncology Group trial 98-01,11917283
Subcutaneous administration of amifostine during fractionated radiotherapy: a randomized phase II study,10829042
Hypocalcemia and inhibition of parathyroid hormone secretion after administration of WR-2721 (a radioprotective and chemoprotective agent),6312315
Influence of the administration of amifostine on the pharmacokinetics of 5- fluorouracil in patients with metastatic colorectal carcinoma,10667836
Amifostine (Ethyol): pharmacokinetic and pharmacodynamic effects in vivo,8976819
Influence of single and multiple doses of amifostine on the efficacy and the pharmacokinetics of carboplatin in mice,9166935
Pharmacokinetics of amifostine and its metabolites in patients,9337685
Influence of amifostine on the pharmacokinetics of cisplatin in cancer patients,9516919
No evidence that amifostine influences the plasma pharmacokinetics of topotecan in ovarian cancer patients,12012141
Phase II trial of subcutaneous amifostine in patients undergoing radiation therapy for head and neck cancer,12577250
A pilot study of topical intrarectal application of amifostine for prevention of late radiation rectal injury,12128116
The use of reduced doses of amifostine to ameliorate nephrotoxicity of cisplatin/ifosfamide-based chemotherapy in patients with solid tumors,10757556
New therapeutic options in colon cancer: focus on oxaliplatin,11998605
Management of pharyngolaryngeal dysesthesia associated with oxaliplatin therapy,12929279
Oxaliplatin: practical guidelines for administration,15208819
Chemotherapy-induced peripheral neuropathy: a review and implications for oncology nursing practice,17623621
Oxaliplatin: a review of its use in the management of metastatic colorectal cancer,10408744
Oxaliplatin clinical activity: a review,10936465
Oxaliplatin: a new therapeutic option in colorectal cancer,10606258
Clinical pharmacokinetics of oxaliplatin: a critical review,10778943
Pharmacokinetics and safety profile of oxaliplatin,9609104
Phase III multicenter randomized trial of oxaliplatin added to chronomodulated fluorouracil-leucovorin as first-line treatment of metastatic colorectal cancer,10623704
Antitumoral activity of oxaliplatin/cisplatin-based combination therapy in cisplatin-refractory germ cell cancer patients,10592105
Preliminary results on the activity of oxaliplatin (L-OHP) in refractory/recurrent non-Hodgkin's lymphoma patients,10355582
Combination raltitrexed (Tomudex(R))-oxaliplatin: a step forward in the struggle against mesothelioma? The Institut Gustave Roussy experience with chemotherapy and chemo-immunotherapy in mesothelioma,10930799
Extravasation of Oxaliplatin (Eloxatin((R))) - Clinical Course,11441243
Vesicant characteristics of oxaliplatin following antecubital extravasation,12924452
A case report of oxaliplatin extravasation,12796037
Oxaliplatin-induced Torsades de pointes and long QT syndrome in a patient with gastric cancer,23368679
Oxaliplatin-induced long QT syndrome in a patient with appendiceal adenocarcinoma,18618340
A case of oxaliplatin-related posterior reversible encephalopathy syndrome,17311705
Delayed reversible posterior encephalopathy syndrome following chemotherapy with oxaliplatin,19632931
Reversible posterior leukoencephalopathy syndrome associated with oxaliplatin,18024878
Phase I trial of 5-day continuous venous infusion of oxaliplatin at circadian rhythm-modulated rate compared with constant rate,2348469
Second-line chemotherapy with weekly oxaliplatin and high-dose 5- fluorouracil with folinic acid in metastatic colorectal carcinoma: a Hellenic Cooperative Oncology Group (HeCOG) phase II feasibility study,10761750
Pharmacokinetics of oxaliplatin in patients with normal versus impaired renal function,10663631
Pegylated liposomal doxorubicin: metamorphosis of an old drug into a new form of chemotherapy,11405181
Liposomal anthracycline administration and toxicity management: a nursing perspective,15717743
Complement activation following first exposure to pegylated liposomal doxorubicin (Doxil): possible role in hypersensitivity reactions,12954584
Idelalisib and rituximab in relapsed chronic lymphocytic leukemia,24450857
Detection of cases of progressive multifocal leukoencephalopathy associated with new biologicals and targeted cancer therapies from the FDA's adverse event reporting system,27268272
Wild-type KRAS is required for panitumumab efficacy in patients with metastatic colorectal cancer,18316791
Panitumumab the first fully human monoclonal antibody: from the bench to the clinic,17159497
Management of anti-EGFR-targeting monoclonal antibody-induced hypomagnesemia,18251285
Open-label phase III trial of panitumumab plus best supportive care compared with best supportive care alone in patients with chemotherapy-refractory metastatic colorectal cancer,17470858
Panitumumab monotherapy in patients with previously treated metastatic colorectal cancer,17671985
Clinical presentation and pathophysiology of EGFRI dermatologic toxicities,18154212
Magnesium wasting associated with epidermal-growth-factor receptor-targeting antibodies in colorectal cancer: a prospective study,17466895
Management of skin rash during EGFR-targeted monoclonal antibody treatment for gastrointestinal malignancies: Canadian recommendations,19229368
The management of skin reactions in cancer patients receiving epidermal growth factor receptor targeted therapies,16033478
An open-label clinical trial evaluating safety and pharmacokinetics of two dosing schedules of panitumumab in patients with solid tumors,19203894
Oral fludarabine therapy in chronic lymphocytic leukemia - Increased convenience,15079151
Role of fludarabine as monotherapy in the treatment of chronic lymphocytic leukemia,15079149
Accelerated growth of skin carcinoma following fludarabine therapy for chronic lymphocytic leukemia,16019557
Hepatitis B virus reactivation after fludarabine-based regimens for indolent non- Hodgkin's lymphomas: high prevalence of acquired viral genomic mutations,14607759
Rituximab treatment of refractory fludarabine-associated immune thrombocytopenia in chronic lymphocytic leukemia,12200396
Treatment of refractory fludarabine induced autoimmune haemolytic with the anti-cd20 monoclonal antibody rituximab,16430461
Fludarabine-associated autoimmune hemolytic anemia occurring in B-cell chronic lymphocytic leukemia,16542723
Once-daily intravenous busulfan given with fludarabine as conditioning for allogeneic stem cell transplantation: Study of pharmacokinetics and early clinical outcomes,12374451
Dialysate concentration and pharmacokinetics of 2F-Ara-A in a patient with acute renal failure,15876260
Regional isolated limb perfusion of melanoma intransit metastases using mechlorethamine (nitrogen mustard),3783205
Bone marrow effects of anagrelide therapy in patients with myelofibrosis with myeloid metaplasia,10468856
Comparison of the pharmacological mechanisms involved in the platelet lowering actions of anagrelide and hydroxyurea: a review,12487784
Successful treatment of essential thrombocythemia with anagrelide in a child,9589087
Treatment of children with anagrelide for thrombocythemia,9787322
The clinical pharmacology of topoisomerase I inhibitors,9779877
Topotecan as a 21-day continuous infusion with accelerated 3D-conformal radiation therapy for patients with glioblastoma,10549508
Topotecan: a new topoisomerase I inhibiting antineoplastic agent,9876816
An overview of the clinical pharmacology of topotecan,9122737
Pharmacokinetics and pharmacodynamics of topotecan administered daily for 5 days every 3 weeks,7805183
Topotecan - A novel topoisomerase I inhibitor: pharmacology and clinical experience,9885371
Phase II study of oral topotecan in advanced non-small cell lung cancer,10741709
Phenytoin alters the disposition of topotecan and N-desmethyl topotecan in a patient with medulloblastoma,9533548
Phase I and pharmacologic studies of topotecan in patients with impaired hepatic function,8637048
Randomized phase II study of two schedules of topotecan in previously treated patients with ovarian cancer: a National Cancer Institute of Canada Clinical Trials Group study,9626225
Topotecan: a review of its efficacy in small cell lung cancer,10493279
New developments in the treatment of acute myeloid leukemia: focus on topotecan,10622225
Results of topotecan single-agent therapy in patients with myelodysplastic syndromes and chronic myelomonocytic leukemia,9922042
Topotecan and cytarabine is an active combination regimen in myelodysplastic syndromes and chronic myelomonocytic leukemia,10561358
Topotecan in the treatment of non-small cell lung cancer,9425959
Evaluation of topotecan in resistant and relapsing multiple myeloma: a Southwest Oncology Group study,9469346
Topotecan in pediatric patients with recurrent and progressive solid tumors: a Pediatric Oncology Group phase II study,9703003
Pharmacokinetic and pharmacodynamic study of the combination of docetaxel and topotecan in patients with solid tumors,10986062
Results of treatment of 255 patients with metastatic renal cell carcinoma who received high-dose recombinant interleukin-2 therapy,7884429
Pharmacokinetics following intraventricular administration of chemotherapy in patients with neoplastic meningitis,15634030
Cytochrome P450 isozymes 3A4 and 2B6 are involved in the in vitro human metabolism of thiotepa to TEPA,12107550
Severe polyneuropathy and motor loss after intrathecal thiotepa combination chemotherapy: description of two cases,2131034
Bladder cancer: current optimal intravesical treatment,16294610
Comprehensive pharmacology and clinical efficacy of aromatase inhibitors,10473018
Use of aromatase inhibitors in breast carcinoma,10732791
Phase I study of the oral nonsteroidal aromatase inhibitor CGS 20267 in postmenopausal patients with advanced breast cancer,8417819
High activity and tolerability demonstrated for exemestane in postmenopausal women with metastatic breast cancer who had previously failed on tamoxifen treatment,10885600
Absolute bioavailability of letrozole in healthy postmenopausal women,9429742
A randomized phase II trial of two dosage levels of letrozole as third-line hormonal therapy for women with metastatic breast carcinoma,9217033
A randomized trial of letrozole in postmenopausal women after five years of tamoxifen therapy for early-stage breast cancer,14551341
Impact of tamoxifen on the pharmacokinetics and endocrine effects of the aromatase inhibitor letrozole in postmenopausal women with breast cancer,10499602
Evaluation of tamoxifen plus letrozole with assessment of pharmacokinetic interaction in postmenopausal women with metastatic breast cancer,10430063
Phase I dose-escalation and pharmacokinetic study of temozolomide (SCH 52365) for refractory or relapsing malignancies,10576660
Phase I and pharmacokinetic study of temozolomide on a daily-for-5-days schedule in patients with advanced solid malignancies,10561328
Pharmacokinetics of 3-methyl-(triazen-1-yl)imidazole-4-carboximide following administration of temozolomide to patients with advanced cancer,9815639
Multicentre CRC phase II trial of temozolomide in recurrent or progressive high- grade glioma,9332462
Phase I trial of temozolomide using an extended continuous oral schedule,9766665
Effect of gastric pH on the relative oral bioavailability and pharmacokinetics of temozolomide,10501912
Temozolomide stability in extemporaneously compounded oral suspensions,23974320
Radiotherapy plus concomitant and adjuvant temozolomide for glioblastoma,15758009
